dataset,window_len,pipeline,model,n_seeds,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,cohen_kappa_mean,cohen_kappa_std,mcc_mean,mcc_std,ece_mean,ece_std,log_loss_mean,log_loss_std,mean_confidence_mean,mean_confidence_std,std_confidence_mean,std_confidence_std,mean_entropy_mean,mean_entropy_std,std_entropy_mean,std_entropy_std
office_localization_data,wl1000,amplitude,XGBoost,1,0.9041,0.0,0.9137,0.0,0.9022,0.0,0.8911,0.0,0.9178,0.0,0.9041,0.0,0.8888,0.0,0.9137,0.0,0.8697,0.0,0.8749,0.0,0.121,0.0,0.5684,0.0,0.9283,0.0,0.1673,0.0,0.1524,0.0,0.2988,0.0
office_localization_data,wl1000,amplitude_phase,RandomForest,1,0.8943,0.0,0.9099,0.0,0.8893,0.0,0.8891,0.0,0.9079,0.0,0.8943,0.0,0.8918,0.0,0.9099,0.0,0.856,0.0,0.863,0.0,0.0645,0.0,2.4403,0.0,0.9171,0.0,0.1529,0.0,0.1787,0.0,0.2921,0.0
office_localization_data,wl1000,amplitude_phase,XGBoost,1,0.9041,0.0,0.9137,0.0,0.9022,0.0,0.8911,0.0,0.9178,0.0,0.9041,0.0,0.8888,0.0,0.9137,0.0,0.8697,0.0,0.8749,0.0,0.121,0.0,0.5684,0.0,0.9283,0.0,0.1673,0.0,0.1524,0.0,0.2988,0.0
office_localization_data,wl1000,amplitude_sanitized,RandomForest,1,0.8943,0.0,0.9099,0.0,0.8893,0.0,0.8891,0.0,0.9079,0.0,0.8943,0.0,0.8918,0.0,0.9099,0.0,0.856,0.0,0.863,0.0,0.0646,0.0,2.4403,0.0,0.917,0.0,0.1529,0.0,0.1787,0.0,0.2922,0.0
office_localization_data,wl1000,amplitude_sanitized,XGBoost,1,0.9041,0.0,0.9137,0.0,0.9022,0.0,0.8911,0.0,0.9178,0.0,0.9041,0.0,0.8888,0.0,0.9137,0.0,0.8697,0.0,0.8749,0.0,0.121,0.0,0.5698,0.0,0.9282,0.0,0.1668,0.0,0.1526,0.0,0.2983,0.0
office_localization_data,wl1000,rolling_variance,RandomForest,1,0.863,0.0,0.881,0.0,0.8576,0.0,0.8369,0.0,0.9071,0.0,0.863,0.0,0.8567,0.0,0.881,0.0,0.816,0.0,0.8316,0.0,0.0829,0.0,0.3764,0.0,0.783,0.0,0.1798,0.0,0.5343,0.0,0.3273,0.0
office_localization_data,wl1000,rolling_variance,XGBoost,1,0.8571,0.0,0.8645,0.0,0.854,0.0,0.8273,0.0,0.8924,0.0,0.8571,0.0,0.8397,0.0,0.8645,0.0,0.8079,0.0,0.8203,0.0,0.0584,0.0,0.417,0.0,0.9116,0.0,0.1342,0.0,0.2367,0.0,0.2797,0.0
office_localization_data,wl2000,amplitude,RandomForest,1,0.8937,0.0,0.9099,0.0,0.8895,0.0,0.8839,0.0,0.9101,0.0,0.8937,0.0,0.8848,0.0,0.9099,0.0,0.8555,0.0,0.8627,0.0,0.0743,0.0,2.3466,0.0,0.8988,0.0,0.1642,0.0,0.2334,0.0,0.3098,0.0
office_localization_data,wl2000,amplitude,XGBoost,1,0.7638,0.0,0.7937,0.0,0.7559,0.0,0.778,0.0,0.7864,0.0,0.7638,0.0,0.796,0.0,0.7937,0.0,0.6769,0.0,0.6911,0.0,0.2038,0.0,1.354,0.0,0.9583,0.0,0.1062,0.0,0.1363,0.0,0.2571,0.0
office_localization_data,wl2000,amplitude_phase,RandomForest,1,0.878,0.0,0.8964,0.0,0.8741,0.0,0.8707,0.0,0.8958,0.0,0.878,0.0,0.8726,0.0,0.8964,0.0,0.8341,0.0,0.8414,0.0,0.0662,0.0,2.2359,0.0,0.8991,0.0,0.1668,0.0,0.2264,0.0,0.3128,0.0
office_localization_data,wl2000,amplitude_phase,XGBoost,1,0.7638,0.0,0.7937,0.0,0.7559,0.0,0.778,0.0,0.7864,0.0,0.7638,0.0,0.796,0.0,0.7937,0.0,0.6769,0.0,0.6911,0.0,0.2038,0.0,1.354,0.0,0.9583,0.0,0.1062,0.0,0.1363,0.0,0.2571,0.0
office_localization_data,wl2000,amplitude_sanitized,RandomForest,1,0.878,0.0,0.8964,0.0,0.8741,0.0,0.8707,0.0,0.8958,0.0,0.878,0.0,0.8726,0.0,0.8964,0.0,0.8341,0.0,0.8414,0.0,0.0661,0.0,2.2361,0.0,0.899,0.0,0.1668,0.0,0.227,0.0,0.3128,0.0
office_localization_data,wl2000,amplitude_sanitized,XGBoost,1,0.7638,0.0,0.7937,0.0,0.7559,0.0,0.778,0.0,0.7864,0.0,0.7638,0.0,0.796,0.0,0.7937,0.0,0.6769,0.0,0.6911,0.0,0.2139,0.0,1.3361,0.0,0.9581,0.0,0.1064,0.0,0.1382,0.0,0.2566,0.0
office_localization_data,wl2000,rolling_variance,RandomForest,1,0.8543,0.0,0.8767,0.0,0.8486,0.0,0.826,0.0,0.9105,0.0,0.8543,0.0,0.8542,0.0,0.8767,0.0,0.8051,0.0,0.8242,0.0,0.1323,0.0,0.4358,0.0,0.7622,0.0,0.1849,0.0,0.5916,0.0,0.3328,0.0
office_localization_data,wl2000,rolling_variance,XGBoost,1,0.7992,0.0,0.8203,0.0,0.7882,0.0,0.7661,0.0,0.8494,0.0,0.7992,0.0,0.795,0.0,0.8203,0.0,0.7318,0.0,0.7525,0.0,0.0941,0.0,0.5337,0.0,0.8841,0.0,0.1532,0.0,0.3194,0.0,0.3348,0.0
office_localization_data,wl500,amplitude,RandomForest,1,0.9054,0.0,0.918,0.0,0.8998,0.0,0.8999,0.0,0.9163,0.0,0.9054,0.0,0.9029,0.0,0.918,0.0,0.8709,0.0,0.8777,0.0,0.0548,0.0,1.3833,0.0,0.9305,0.0,0.1337,0.0,0.163,0.0,0.2787,0.0
office_localization_data,wl500,amplitude,XGBoost,1,0.8439,0.0,0.8586,0.0,0.841,0.0,0.8363,0.0,0.8629,0.0,0.8439,0.0,0.8402,0.0,0.8586,0.0,0.7879,0.0,0.7954,0.0,0.1681,0.0,1.0132,0.0,0.9346,0.0,0.1643,0.0,0.1302,0.0,0.3046,0.0
office_localization_data,wl500,amplitude_phase,RandomForest,1,0.9063,0.0,0.9189,0.0,0.9007,0.0,0.9003,0.0,0.9173,0.0,0.9063,0.0,0.903,0.0,0.9189,0.0,0.8723,0.0,0.879,0.0,0.0546,0.0,1.3749,0.0,0.9382,0.0,0.1192,0.0,0.1547,0.0,0.2644,0.0
office_localization_data,wl500,amplitude_phase,XGBoost,1,0.8439,0.0,0.8586,0.0,0.841,0.0,0.8363,0.0,0.8629,0.0,0.8439,0.0,0.8402,0.0,0.8586,0.0,0.7879,0.0,0.7954,0.0,0.1681,0.0,1.0132,0.0,0.9346,0.0,0.1643,0.0,0.1302,0.0,0.3046,0.0
office_localization_data,wl500,amplitude_sanitized,RandomForest,1,0.9063,0.0,0.9189,0.0,0.9007,0.0,0.9003,0.0,0.9173,0.0,0.9063,0.0,0.903,0.0,0.9189,0.0,0.8723,0.0,0.879,0.0,0.0546,0.0,1.3771,0.0,0.9382,0.0,0.1192,0.0,0.1548,0.0,0.2639,0.0
office_localization_data,wl500,amplitude_sanitized,XGBoost,1,0.8439,0.0,0.8586,0.0,0.8412,0.0,0.8353,0.0,0.8634,0.0,0.8439,0.0,0.8389,0.0,0.8586,0.0,0.788,0.0,0.7955,0.0,0.1686,0.0,1.0149,0.0,0.9347,0.0,0.1637,0.0,0.1302,0.0,0.3042,0.0
office_localization_data,wl500,rolling_variance,RandomForest,1,0.8907,0.0,0.9021,0.0,0.8882,0.0,0.8697,0.0,0.9169,0.0,0.8907,0.0,0.8748,0.0,0.9021,0.0,0.8524,0.0,0.8616,0.0,0.1006,0.0,0.3289,0.0,0.799,0.0,0.1826,0.0,0.4803,0.0,0.3352,0.0
office_localization_data,wl500,rolling_variance,XGBoost,1,0.8683,0.0,0.8818,0.0,0.8649,0.0,0.8417,0.0,0.907,0.0,0.8683,0.0,0.8562,0.0,0.8818,0.0,0.823,0.0,0.8363,0.0,0.0547,0.0,0.3503,0.0,0.9225,0.0,0.1192,0.0,0.208,0.0,0.2501,0.0
